代码	名称	发行总额(亿元)	期限(年)	发行价格	票面利率(发行参考利率)(%)	息票品种	附息利率类型	付息频率	发行日期	起息日期	到期日期	剩余年限(年)	债券信用评级	债券评级类型	债券评级机构	债券评级日期	主体信用评级	主体评级类型	主体评级机构	主体评级日期	担保人	担保方式	是否跨市场	GICS一级行业	GICS二级行业	GICS三级行业	GICS四级行业	发行公告日期	上市公告日期	上市日期	承销方式	发行费率	发行人	发行人类型	交易市场	交易状态	债券类型	省份	城市
101456076.IB	14宁交投MTN002	5	10	100	5.37	附息	累进利率	1年1次	2014/11/14	2014/11/17	2024/11/17	9.0959	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/29	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/9/8			FALSE	工业	运输	交通基础设施	公路与铁路	2014/11/11	2014/11/17	2014/11/18	余额包销		宁波交通投资控股有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	浙江省	宁波市
101466011.IB	14鲁高速MTN002	25	10	100	5.1	附息	累进利率	1年1次	2014/11/14	2014/11/17	2024/11/17	9.0959	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26	AAA	长期信用评级	大公国际资信评估有限公司	2015/6/26			FALSE	工业	运输	交通基础设施	公路与铁路	2014/11/7	2014/11/17	2014/11/18	余额包销		山东高速集团有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	山东省	济南市
127026.SH	14沪建债	20	10	100	4.8	附息	固定利率	1年1次	2014/11/4	2014/11/5	2024/11/5	9.063	AAA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/26	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26			TRUE	金融	多元金融	多元金融服务	多领域控股	2014/10/28	2014/12/9	2014/12/10	余额包销		上海城投(集团)有限公司	地方国有企业	上海证券交易所	上市	一般企业债	上海	上海市
1480474.IB	14沪建债	20	10	100	4.8	附息	固定利率	1年1次	2014/11/4	2014/11/5	2024/11/5	9.063	AAA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/26	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26			TRUE	金融	多元金融	多元金融服务	多领域控股	2014/10/20	2014/11/11	2014/11/12	余额包销		上海城投(集团)有限公司	地方国有企业	银行间债券市场	上市	一般企业债	上海	上海市
101456065.IB	14合建投MTN002	20	10	100	6.65	附息	固定利率	1年1次	2014/9/17	2014/9/19	2024/9/19	8.9342	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/29	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/29			FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/9/12	2014/9/19	2014/9/22	余额包销		合肥市建设投资控股(集团)有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	安徽省	合肥市
124970.SH	14杭地铁	50	10	100	5.97	附息	固定利率	1年1次	2014/9/16	2014/9/17	2024/9/17	8.9288	AAA	长期信用评级	联合资信评估有限公司	2015/6/19	AAA	长期信用评级	联合资信评估有限公司	2015/6/19			TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/9/9	2014/10/28	2014/10/29	余额包销		杭州市地铁集团有限责任公司	地方国有企业	上海证券交易所	上市	一般企业债	浙江省	杭州市
1480511.IB	14杭地铁债	50	10	100	5.97	附息	固定利率	1年1次	2014/9/16	2014/9/17	2024/9/17	8.9288	AAA	长期信用评级	联合资信评估有限公司	2015/6/19	AAA	长期信用评级	联合资信评估有限公司	2015/6/19			TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/9/9	2014/9/25	2014/9/26	余额包销		杭州市地铁集团有限责任公司	地方国有企业	银行间债券市场	上市	一般企业债	浙江省	杭州市
101451039.IB	14陆金开MTN002	40	10	100	6	附息	固定利率	1年1次	2014/9/2	2014/9/4	2024/9/4	8.8932	AAA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/23	AAA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/23			FALSE	金融	房地产	房地产管理与开发	房地产开发	2014/8/28	2014/9/4	2014/9/5	余额包销		上海陆家嘴金融贸易区开发股份有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	上海	上海市
122317.SH	14赣粤02	23	10	100	6.09	附息	固定利率	1年1次	2014/8/11	2014/8/11	2024/8/11	8.8274	AAA	长期信用评级	大公国际资信评估有限公司	2015/4/17	AAA	长期信用评级	大公国际资信评估有限公司	2015/4/17			FALSE	工业	运输	交通基础设施	公路与铁路	2014/7/30	2014/9/2	2014/9/3	余额包销	1.5	江西赣粤高速公路股份有限公司	地方国有企业	上海证券交易所	上市	一般公司债	江西省	南昌市
124899.SH	14穗铁03	30	10	100	6	附息	固定利率	1年1次	2014/8/8	2014/8/11	2024/8/11	8.8274	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/31	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/31			TRUE	工业	运输	交通基础设施	公路与铁路	2014/8/1	2014/9/12	2014/9/15	余额包销		广州地铁集团有限公司	地方国有企业	上海证券交易所	上市	一般企业债	广东省	广州市
1480443.IB	14广州地铁债03	30	10	100	6	附息	固定利率	1年1次	2014/8/8	2014/8/11	2024/8/11	8.8274	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/31	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/31			TRUE	工业	运输	交通基础设施	公路与铁路	2014/8/1	2014/8/15	2014/8/18	余额包销		广州地铁集团有限公司	地方国有企业	银行间债券市场	上市	一般企业债	广东省	广州市
124890.SH	14甘电投	10	10	100	6.4	附息	固定利率	1年1次	2014/8/4	2014/8/5	2024/8/5	8.811	AAA	长期信用评级	大公国际资信评估有限公司	2015/6/29	AA+	长期信用评级	大公国际资信评估有限公司	2015/6/29	甘肃省国有资产投资集团有限公司	不可撤销连带责任担保	TRUE	公用事业	公用事业Ⅱ	电力Ⅲ	电力	2014/7/28	2014/9/4	2014/9/5	余额包销		甘肃省电力投资集团有限责任公司	地方国有企业	上海证券交易所	上市	一般企业债	甘肃省	兰州市
1480436.IB	14甘电投债	10	10	100	6.4	附息	固定利率	1年1次	2014/8/4	2014/8/5	2024/8/5	8.811	AAA	长期信用评级	大公国际资信评估有限公司	2015/6/29	AA+	长期信用评级	大公国际资信评估有限公司	2015/6/29	甘肃省国有资产投资集团有限公司	不可撤销连带责任担保	TRUE	公用事业	公用事业Ⅱ	电力Ⅲ	电力	2014/7/28	2014/8/25	2014/8/26	余额包销		甘肃省电力投资集团有限责任公司	地方国有企业	银行间债券市场	上市	一般企业债	甘肃省	兰州市
031490666.IB	14东方财信PPN001	20	10	100	7.3	附息	固定利率	1年1次	2014/7/31	2014/8/1	2024/8/1	8.8					AA+	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/29			FALSE	工业	资本货物	综合类Ⅲ	综合类行业	2014/8/4			余额包销		天津东方财信投资集团有限公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	天津	天津市
124902.SH	14陕交建	13	10	100	6.35	附息	累进利率	1年1次	2014/7/30	2014/7/31	2024/7/31	8.7973	AA	长期信用评级	大公国际资信评估有限公司	2015/6/24	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/30			TRUE	工业	运输	交通基础设施	公路与铁路	2014/7/23	2015/1/13	2015/1/14	余额包销		陕西省交通建设集团公司	地方国有企业	上海证券交易所	上市	一般企业债	陕西省	西安市
1480438.IB	14陕交建债	13	10	100	6.35	附息	累进利率	1年1次	2014/7/30	2014/7/31	2024/7/31	8.7973	AA	长期信用评级	大公国际资信评估有限公司	2015/6/24	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/30			TRUE	工业	运输	交通基础设施	公路与铁路	2014/7/23	2014/8/13	2014/8/14	余额包销		陕西省交通建设集团公司	地方国有企业	银行间债券市场	上市	一般企业债	陕西省	西安市
101454041.IB	14南汇MTN001	5	10	100	6.89	附息	固定利率	1年1次	2014/7/24	2014/7/25	2024/7/25	8.7808	AAA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/5/22	AAA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/5/22			FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/7/17	2014/7/25	2014/7/28	余额包销		上海南汇发展(集团)有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	上海	上海市
101454040.IB	14成渝高速MTN001	3	10	100	6.3	附息	累进利率	1年1次	2014/7/17	2014/7/18	2024/7/18	8.7616	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/4	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/4			FALSE	工业	运输	交通基础设施	公路与铁路	2014/7/10	2014/7/18	2014/7/21	余额包销		四川成渝高速公路股份有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	四川省	成都市
031490616.IB	14辽城资PPN001	28	10	100	8.2	附息	累进利率	1年1次	2014/7/14	2014/7/15	2024/7/15	8.7534					AA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/30			FALSE	工业	资本货物	综合类Ⅲ	综合类行业	2014/7/17			余额包销		辽阳城市资本经营有限公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	辽宁省	辽阳市
1180125.IB	11冀建投债02	10	13	100	5.85	附息	固定利率	1年1次	2011/6/27	2011/6/27	2024/6/27	8.7041	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/25	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/25	河北钢铁集团有限公司	不可撤销连带责任担保	TRUE	工业	资本货物	综合类Ⅲ	综合类行业	2011/6/24	2011/7/4	2011/7/5	余额包销		河北建设投资集团有限责任公司	地方国有企业	银行间债券市场	上市	一般企业债	河北省	石家庄市
122797.SH	11冀投02	10	13	100	5.85	附息	固定利率	1年1次	2011/6/27	2011/6/27	2024/6/27	8.7041	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/25	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/25	河北钢铁集团有限公司	不可撤销连带责任担保	TRUE	工业	资本货物	综合类Ⅲ	综合类行业	2011/6/24	2011/8/4	2011/8/5	余额包销		河北建设投资集团有限责任公司	地方国有企业	上海证券交易所	上市	一般企业债	河北省	石家庄市
124817.SH	14北国资	16	10	100	5.9	附息	固定利率	1年1次	2014/6/25	2014/6/25	2024/6/25	8.6986	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26			TRUE	金融	多元金融	多元金融服务	多领域控股	2014/6/17	2014/8/1	2014/8/4	余额包销		北京市国有资产经营有限责任公司	地方国有企业	上海证券交易所	上市	一般企业债	北京	北京市
1480375.IB	14天瑞集团债02	10	10	100	8.5	附息	累进利率	1年1次	2014/6/25	2014/6/25	2024/6/25	8.6986	AA+	长期信用评级	联合资信评估有限公司	2015/6/29	AA	长期信用评级	联合资信评估有限公司	2015/6/29		连带责任担保	TRUE	工业	资本货物	综合类Ⅲ	综合类行业	2014/6/17	2014/7/4	2014/7/7	余额包销		天瑞集团股份有限公司	民营企业	银行间债券市场	上市	一般企业债	河南省	汝州市
1480377.IB	14北国资债	16	10	100	5.9	附息	固定利率	1年1次	2014/6/25	2014/6/25	2024/6/25	8.6986	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26			TRUE	金融	多元金融	多元金融服务	多领域控股	2014/6/17	2014/7/1	2014/7/2	余额包销		北京市国有资产经营有限责任公司	地方国有企业	银行间债券市场	上市	一般企业债	北京	北京市
101456043.IB	14宁交投MTN001	5	10	100	6.44	附息	累进利率	1年1次	2014/6/20	2014/6/23	2024/6/23	8.6932	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/29	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/9/8			FALSE	工业	运输	交通基础设施	公路与铁路	2014/6/13	2014/6/23	2014/6/24	余额包销		宁波交通投资控股有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	浙江省	宁波市
124830.SH	14桂铁投	10	10	100	6.89	附息	累进利率	1年1次	2014/6/18	2014/6/18	2024/6/18	8.6795	AAA	长期信用评级	联合资信评估有限公司	2015/6/29	AAA	长期信用评级	联合资信评估有限公司	2015/7/27			TRUE	工业	运输	交通基础设施	公路与铁路	2014/6/10	2014/9/17	2014/9/18	余额包销		广西铁路投资集团有限公司	地方国有企业	上海证券交易所	上市	一般企业债	广西壮族自治区	南宁市
1480366.IB	14桂铁投债	10	10	100	6.89	附息	累进利率	1年1次	2014/6/18	2014/6/18	2024/6/18	8.6795	AAA	长期信用评级	联合资信评估有限公司	2015/6/29	AAA	长期信用评级	联合资信评估有限公司	2015/7/27			TRUE	工业	运输	交通基础设施	公路与铁路	2014/6/10	2014/6/30	2014/7/1	余额包销		广西铁路投资集团有限公司	地方国有企业	银行间债券市场	上市	一般企业债	广西壮族自治区	南宁市
124805.SH	14穗铁02	30	10	100	6.05	附息	固定利率	1年1次	2014/6/3	2014/6/3	2024/6/3	8.6384	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/31	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/31			TRUE	工业	运输	交通基础设施	公路与铁路	2014/5/28	2014/7/29	2014/7/30	余额包销		广州地铁集团有限公司	地方国有企业	上海证券交易所	上市	一般企业债	广东省	广州市
1480347.IB	14广州地铁债02	30	10	100	6.05	附息	固定利率	1年1次	2014/6/3	2014/6/3	2024/6/3	8.6384	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/31	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/31			TRUE	工业	运输	交通基础设施	公路与铁路	2014/5/28	2014/6/6	2014/6/9	余额包销		广州地铁集团有限公司	地方国有企业	银行间债券市场	上市	一般企业债	广东省	广州市
124794.SH	14合新02	5	10	100	7.9	附息	固定利率	1年1次	2014/5/21	2014/5/21	2024/5/21	8.6027	AA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/18	AA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/18			TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/5/19	2014/6/24	2014/6/25	余额包销		合肥高新建设投资集团公司	地方国有企业	上海证券交易所	上市	一般企业债	安徽省	合肥市
1480302.IB	14合肥高新债02	5	10	100	7.9	附息	固定利率	1年1次	2014/5/21	2014/5/21	2024/5/21	8.6027	AA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/18	AA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/18			TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/5/19	2014/5/29	2014/5/30	余额包销		合肥高新建设投资集团公司	地方国有企业	银行间债券市场	上市	一般企业债	安徽省	合肥市
101456025.IB	14合建投MTN001	10	10	100	7.48	附息	固定利率	1年1次	2014/5/12	2014/5/14	2024/5/14	8.5836	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/29	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/29			FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/5/5	2014/5/14	2014/5/15	余额包销		合肥市建设投资控股(集团)有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	安徽省	合肥市
101475002.IB	14云工投MTN001	5	10	100	7.7	附息	累进利率	1年1次	2014/5/12	2014/5/13	2024/5/13	8.5808	AA+	长期信用评级	联合资信评估有限公司	2015/7/30	AA+	长期信用评级	联合资信评估有限公司	2015/7/30			FALSE	金融	多元金融	多元金融服务	多领域控股	2014/5/4	2014/5/13	2014/5/14	余额包销		云南省工业投资控股集团有限责任公司	地方国有企业	银行间债券市场	上市	一般中期票据	云南省	昆明市
